,yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,Age,VisitFrequency,Gender
1122,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,0,67,Every three months,Male
1123,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,0,56,Once a month,Male
1124,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,70,Once a year,Female
1125,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,I hate it!-5,58,Once a year,Female
1126,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,44,Never,Male
1127,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,I hate it!-5,52,Once a year,Female
1128,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-3,61,Once a year,Female
1129,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,33,Once a month,Female
1130,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,30,Once a month,Female
1131,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,37,Every three months,Male
1132,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+3,26,Every three months,Male
1133,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,0,65,Once a year,Female
1134,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,38,Once a month,Female
1135,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,29,Once a week,Female
1136,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,I hate it!-5,62,Never,Female
1137,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+4,21,Once a week,Male
1138,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-3,35,Once a year,Female
1139,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,I love it!+5,27,Every three months,Male
1140,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,19,Never,Male
1141,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,I love it!+5,29,Every three months,Male
1142,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,+3,29,Once a week,Male
1143,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,29,Once a week,Male
1144,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,31,Once a week,Female
1145,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,55,Once a month,Female
1146,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,36,Every three months,Male
1147,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,+1,48,Once a year,Female
1148,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,23,Every three months,Female
1149,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,I love it!+5,35,Once a month,Male
1150,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,0,29,Never,Male
1151,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0,52,Every three months,Female
1152,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,32,Once a week,Male
1153,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+3,39,Once a week,Female
1154,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,55,Once a month,Female
1155,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,41,Once a week,Male
1156,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,55,Never,Female
1157,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,29,Once a month,Female
1158,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+3,35,Once a week,Male
1159,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,I love it!+5,44,Once a week,Male
1160,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+1,60,Every three months,Female
1161,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,40,Once a month,Female
1162,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,I hate it!-5,45,Once a year,Female
1163,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-2,37,Once a year,Female
1164,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,I love it!+5,30,Once a week,Male
1165,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,+1,53,Once a month,Male
1166,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,33,Once a month,Male
1167,No,Yes,No,Yes,No,Yes,No,No,No,No,No,-1,37,Every three months,Male
1168,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,33,Once a month,Male
1169,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,I love it!+5,37,Once a week,Female
1170,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,+1,57,Every three months,Male
1171,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,53,Never,Female
1172,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,+3,46,More than once a week,Female
1173,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,0,62,Every three months,Male
1174,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,53,Once a month,Female
1175,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,-1,53,Once a year,Male
1176,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+4,35,Once a month,Female
1177,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,-3,52,Once a year,Male
1178,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,23,Once a month,Female
1179,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,57,Never,Female
1180,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+4,29,Once a week,Female
1181,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,0,35,Once a year,Female
1182,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,44,Every three months,Male
1183,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,I hate it!-5,57,Every three months,Female
1184,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+4,49,Once a month,Male
1185,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,+4,63,Once a month,Male
1186,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,50,Once a week,Male
1187,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,69,Once a month,Male
1188,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,I love it!+5,55,Once a week,Male
1189,No,Yes,No,No,No,Yes,Yes,No,No,No,No,+2,44,Once a week,Female
1190,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,+1,65,Once a year,Female
1191,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,+3,30,Every three months,Female
1192,No,Yes,No,Yes,No,Yes,No,No,No,No,No,-2,70,Once a year,Female
1193,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-2,67,Every three months,Female
1194,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,0,60,Every three months,Male
1195,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+2,31,Every three months,Female
1196,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+3,50,Once a week,Female
1197,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,66,Once a year,Female
1198,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+3,24,Once a month,Male
1199,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,+3,50,Once a month,Female
1200,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,42,Once a week,Female
1201,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,I love it!+5,23,Once a week,Female
1202,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+3,24,Once a month,Female
1203,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,57,Once a month,Male
1204,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,I hate it!-5,64,Never,Male
1205,No,No,No,No,No,Yes,Yes,Yes,No,No,No,+1,63,Once a month,Female
1206,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,-1,62,Once a year,Female
1207,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,I love it!+5,19,Once a week,Female
1208,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,22,Every three months,Female
1209,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,+1,20,Every three months,Female
1210,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,32,Once a month,Female
1211,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+2,22,Every three months,Female
1212,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-2,28,Once a year,Female
1213,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,+4,47,Once a month,Female
1214,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,63,Once a month,Male
1215,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,-4,44,Every three months,Male
1216,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,+1,27,Once a year,Female
1217,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-2,22,Once a month,Male
1218,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-2,66,Never,Female
1219,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,68,Every three months,Male
1220,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,I hate it!-5,59,Never,Male
1221,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,+3,20,Once a month,Female
1222,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+3,39,Once a week,Female
1223,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,0,24,Every three months,Female
1224,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+3,49,Once a week,Male
1225,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,-1,42,Every three months,Male
1226,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,20,Every three months,Female
1227,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,27,Once a year,Female
1228,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,22,Never,Female
1229,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,26,Once a year,Male
1230,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,+4,58,Once a week,Male
1231,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,35,Once a year,Male
1232,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0,28,Once a week,Male
1233,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-4,60,Never,Female
1234,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,I hate it!-5,61,Every three months,Female
1235,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+3,59,Once a month,Male
1236,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+1,64,Every three months,Female
1237,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,0,19,Never,Female
1238,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,-2,69,Every three months,Female
1239,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,+2,44,Once a month,Male
1240,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,29,Once a week,Female
1241,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,27,Every three months,Male
1242,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,I love it!+5,26,Every three months,Male
1243,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,59,Once a year,Female
1244,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-3,40,Once a year,Male
1245,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,I love it!+5,32,Once a year,Male
1246,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,-3,49,Every three months,Female
1247,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,+2,58,Every three months,Male
1248,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,44,Once a week,Female
1249,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,-2,54,Every three months,Male
1250,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,31,Once a week,Female
1251,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,45,Every three months,Female
1252,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,50,Every three months,Male
1253,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+1,23,Once a month,Male
1254,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,-3,45,Once a year,Female
1255,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,+3,30,Once a week,Male
1256,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,I love it!+5,31,Every three months,Male
1257,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,+2,40,Every three months,Female
1258,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+4,63,Once a month,Male
1259,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+3,62,Every three months,Female
1260,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,I love it!+5,22,More than once a week,Male
1261,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+3,45,Once a month,Female
1262,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,0,54,Every three months,Female
1263,No,No,No,No,No,No,No,No,No,No,No,I hate it!-5,70,Never,Female
1264,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0,40,Once a month,Male
1265,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,43,Every three months,Male
1266,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,+2,43,Once a week,Male
1267,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,-2,47,Once a year,Female
1268,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-4,29,Once a year,Female
1269,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,66,Once a week,Female
1270,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-1,22,Every three months,Male
1271,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+3,64,Every three months,Female
1272,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,0,38,Once a month,Male
1273,Yes,Yes,No,No,No,No,No,No,No,No,No,-1,54,Every three months,Male
1274,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,42,Once a year,Male
1275,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-4,68,Every three months,Female
1276,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,65,Never,Female
1277,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+3,18,Once a month,Female
1278,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,53,Every three months,Female
1279,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+2,42,Once a month,Female
1280,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,I love it!+5,30,Once a month,Female
1281,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+2,53,Once a year,Male
1282,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,27,Once a month,Male
1283,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,23,Once a week,Male
1284,No,No,No,No,No,No,No,No,Yes,No,Yes,I hate it!-5,40,Once a year,Male
1285,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,60,Every three months,Male
1286,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,0,59,Once a week,Male
1287,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-3,49,Once a month,Male
1288,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,44,Once a month,Male
1289,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,62,Never,Male
1290,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,0,37,Once a month,Female
1291,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,26,Once a month,Female
1292,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,-4,58,Once a year,Female
1293,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,I love it!+5,30,Once a week,Female
1294,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+1,51,Every three months,Female
1295,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,+3,60,Once a month,Male
1296,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,+3,35,Once a month,Female
1297,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,+2,60,Once a week,Female
1298,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,I hate it!-5,65,Once a year,Female
1299,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,58,Every three months,Female
1300,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,49,Never,Male
1301,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,58,Every three months,Female
1302,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,+3,26,Every three months,Female
1303,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,59,Every three months,Male
1304,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,-1,28,Once a month,Female
1305,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,+1,24,Every three months,Female
1306,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+3,36,More than once a week,Male
1307,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,I hate it!-5,66,Once a year,Male
1308,No,Yes,No,No,No,Yes,Yes,No,No,No,No,0,58,Every three months,Male
1309,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-1,31,Once a month,Female
1310,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+4,27,More than once a week,Male
1311,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,+4,20,Once a week,Male
1312,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,I love it!+5,37,Once a week,Male
1313,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,34,Once a month,Female
1314,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,47,Never,Male
1315,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,25,Every three months,Female
1316,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,I hate it!-5,67,Once a year,Male
1317,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,+4,57,Once a month,Female
1318,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,48,Once a week,Female
1319,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+3,64,Once a month,Female
1320,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,38,Every three months,Female
1321,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,-3,44,Once a year,Male
1322,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,47,Once a month,Female
1323,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,-4,53,Every three months,Female
1324,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,I love it!+5,37,Once a month,Male
1325,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,I love it!+5,25,Every three months,Male
1326,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+4,21,More than once a week,Male
1327,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,60,Never,Female
1328,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,-2,48,Once a year,Female
1329,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-4,38,Once a year,Female
1330,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+3,24,Once a month,Male
1331,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,+3,26,Once a month,Male
1332,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+4,40,Once a week,Female
1333,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+2,62,Once a month,Male
1334,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,26,Every three months,Male
1335,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,65,Once a month,Female
1336,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,+2,50,Once a month,Male
1337,No,No,No,No,No,Yes,Yes,No,No,No,No,0,26,Never,Female
1338,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-2,44,Every three months,Female
1339,No,Yes,No,Yes,No,Yes,No,No,No,No,No,0,48,Once a week,Male
1340,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,29,Once a month,Female
1341,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,-4,60,Once a year,Female
1342,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,18,More than once a week,Male
1343,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,37,Once a year,Female
1344,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,-3,55,Once a year,Female
1345,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+2,39,Every three months,Female
1346,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,+4,55,Once a month,Male
1347,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,18,Every three months,Male
1348,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,21,Once a week,Female
1349,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,+2,31,Once a month,Male
1350,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+3,28,Once a month,Female
1351,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+4,39,Once a month,Male
1352,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,51,Every three months,Male
1353,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,I love it!+5,18,Once a week,Female
1354,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,I hate it!-5,44,Never,Female
1355,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,-4,66,Never,Male
1356,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,34,Once a year,Female
1357,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,53,Every three months,Female
1358,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,-3,42,Once a year,Male
1359,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,38,Every three months,Female
1360,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,29,Once a month,Female
1361,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,0,57,Every three months,Male
1362,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,I love it!+5,26,Once a week,Male
1363,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+3,30,Once a week,Female
1364,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,+1,46,Every three months,Male
1365,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,61,Every three months,Male
1366,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,39,Once a week,Male
1367,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,62,Every three months,Male
1368,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,+4,43,Once a month,Female
1369,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,36,Once a month,Female
1370,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,+3,60,Every three months,Female
1371,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-4,54,Once a year,Female
1372,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,48,Once a week,Male
1373,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,20,Once a month,Male
1374,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,27,Once a month,Female
1375,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,-1,68,Once a month,Female
1376,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-1,70,Once a month,Male
1377,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,28,Once a month,Female
1378,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,59,Never,Female
1379,No,Yes,No,No,No,Yes,Yes,No,No,No,No,-2,45,Once a year,Male
1380,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,+2,67,Every three months,Male
1381,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,+3,26,Once a week,Female
1382,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,42,Never,Male
1383,No,Yes,No,No,No,Yes,Yes,No,No,No,No,+4,55,Once a week,Male
1384,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,-2,30,Once a year,Female
1385,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,I love it!+5,33,Once a week,Male
1386,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-3,60,Every three months,Female
1387,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,57,Once a month,Female
1388,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0,44,Once a month,Male
1389,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,+4,59,Every three months,Female
1390,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,35,Never,Male
1391,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+1,60,Once a year,Male
1392,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,I hate it!-5,67,Never,Female
1393,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,29,Once a week,Female
1394,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,22,Once a month,Female
1395,Yes,No,No,No,No,Yes,No,Yes,No,No,No,+4,54,Once a year,Female
1396,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,+3,21,More than once a week,Female
